end,start,task,text,video_id
240,228,103,add the burger patty and cheese to the bottom ramen disk and kethup to the top ramen disk and combine,pq2PcaRnzc4
36,22,110,boil peel and cut up an egg,Y9eViE3LY6U
48,37,110,fry some chopped bacon on a pan until it's crispy,Y9eViE3LY6U
74,49,110,place the croutons on a baking sheet spray with cooking spray and cook in the oven,Y9eViE3LY6U
113,79,110,combine mayonnaise crushed garlic chopped anchovy fillets and lemon juice,Y9eViE3LY6U
156,119,110,add torn lettuce croutons bacon diced boiled egg shaved parmesan cheese and the dressing to a bowl,Y9eViE3LY6U
33,27,307,roast the nori sheet in a pan,bM98rfEd_Yg
40,34,307,cut the sheet into squares,bM98rfEd_Yg
64,40,307,separate and slice the imitation crab,bM98rfEd_Yg
86,64,307,slice the radish sprouts and cucumber,bM98rfEd_Yg
119,86,307,slice the avocado,bM98rfEd_Yg
172,162,307,add rice and the toppings to the seaweed,bM98rfEd_Yg
202,77,422,cut up the shallots and chai sim,5IL3Zl6rUu4
280,250,422,cook the vegetables in the pot of boiling water,5IL3Zl6rUu4
313,305,422,boil the wanton in water,5IL3Zl6rUu4
329,320,422,boil the noodles water,5IL3Zl6rUu4
348,334,422,heat oil in a wok,5IL3Zl6rUu4
367,355,422,fry the shallots in the wok,5IL3Zl6rUu4
457,444,422,add sauce to the wok,5IL3Zl6rUu4
476,466,422,add the noodles to the wok,5IL3Zl6rUu4
508,496,422,place the wontons noodles greens chilis and sesame oil on a plate,5IL3Zl6rUu4
11,8,216,place a dish on the grill and pour some beer into it,shG7q7jqfsY
46,35,216,make 2 holes in each brat,shG7q7jqfsY
70,60,216,put the punctured brats in the hot beer and cook for 15 minutes,shG7q7jqfsY
93,76,216,take off the brats from beer and place them on the grill and cook for about 4 minutes per side,shG7q7jqfsY
97,94,216,put the cooked brats in the bun add some mustard and sauerkraut and serve,shG7q7jqfsY
81,61,229,process the chickpeas,4PAmIrh4heE
128,101,229,peel garlic chop some red onions and process them in the food processor,4PAmIrh4heE
167,135,229,separate mint leaves from the stems,4PAmIrh4heE
196,178,229,chop the mint leaves some parsley and coriander leaves and put them in the processor,4PAmIrh4heE
224,208,229,turn on the food processor and combine the herb with chickpea crumbs,4PAmIrh4heE
266,259,229,add some ground black pepper and cumin powder,4PAmIrh4heE
288,269,229,add lemon juice and olive oil,4PAmIrh4heE
333,321,229,add baking soda and salt,4PAmIrh4heE
414,404,229,shape the mixture,4PAmIrh4heE
453,431,229,fry the falafel in a pan of oil,4PAmIrh4heE
63,30,419,mix water yogurt and honey,LSOdpif-DCc
123,73,419,add salt yeast and olive oil and mix,LSOdpif-DCc
211,124,419,mix in flour until a dough is formed,LSOdpif-DCc
272,242,419,knead the dough and cover it,LSOdpif-DCc
394,339,419,split the  dough into smaller parts,LSOdpif-DCc
454,417,419,stretch the dough out with hands,LSOdpif-DCc
566,510,419,place the bread on a skillet,LSOdpif-DCc
611,586,419,add curry cayenne and garlic to butter,LSOdpif-DCc
633,619,419,flip the bread over on the skillet,LSOdpif-DCc
692,670,419,add the seasoned butter and parsley to the bread,LSOdpif-DCc
169,137,219,cut half of green cabbage into small pieces and put it in a big bowl,QX3bwt9eINk
245,240,219,sprinkle about a tsp of sea salt all over the vegetable,QX3bwt9eINk
289,249,219,massage it thoroughly,QX3bwt9eINk
371,293,219,sprinkle some more salt and massage again thoroughly till they leave essence,QX3bwt9eINk
467,420,219,transfer the mixture to a mason jar,QX3bwt9eINk
542,503,219,pour some water to the jar till the cabbage line and,QX3bwt9eINk
576,553,219,cover bottle top with cheese cloth and put lids on tighten up allowing the cabbage to ferment for 3 days,QX3bwt9eINk
69,18,310,cut the tuna in half lengthwise,a_bpF7Ca6Rw
118,75,310,cut the skin off the tuna,a_bpF7Ca6Rw
161,131,310,cut the dark meat off the tuna fillet,a_bpF7Ca6Rw
181,168,310,cut the tuna into thin slices,a_bpF7Ca6Rw
68,51,227,peel and chop 1 medium cucumber into small squares  deseed and chop  of red bell pepper into small squares,ZcsshMf0NTI
85,69,227,grate 1 head of cauliflower and chop 2 medium celery stocks,ZcsshMf0NTI
103,87,227,chop 1 cup of tomatoes into small cubes and finely chop 2/3 of a cup of fresh parsley and  of a cup of cilantro,ZcsshMf0NTI
139,124,227,put the grated cauliflower to a bowl add some lemon juice and mix and massage by hands,ZcsshMf0NTI
185,140,227,then add tomatoes cucumber bell pepper celery and herbs and mix all the ingredients together well adding some more lime juice,ZcsshMf0NTI
208,186,227,transfer the mix to a serving plate arrange the dish,ZcsshMf0NTI
235,209,227,chop some cherry tomatoes and arrange the tomatoes around the dish place the bell pepper and herbs as garnishing and serve,ZcsshMf0NTI
70,48,107,crack the eggs and whisk them,OT-kq11Q8fU
91,71,107,add flour and beer and mix well,OT-kq11Q8fU
106,93,107,add some black pepper and fine salt and mix it all up in to a batter,OT-kq11Q8fU
132,125,107,add little water if the batter is thick to bring it to proper consistency,OT-kq11Q8fU
160,136,107,cut the calamari in to little rolls,OT-kq11Q8fU
180,162,107,put the cut calamari into the batter and marinate,OT-kq11Q8fU
212,181,107,fry the marinated calamari in oil,OT-kq11Q8fU
236,214,107,take out the fried calamari and put them on a paper to take off excessive oil,OT-kq11Q8fU
239,237,107,sprinkle some salt over calamari,OT-kq11Q8fU
275,259,107,slice a lemon and serve calamari with it,OT-kq11Q8fU
52,36,107,slice the calamari,XkH9lXa6ykU
79,58,107,mix flour and lemonade in a bowl,XkH9lXa6ykU
87,79,107,add salt and pepper to the bowl,XkH9lXa6ykU
125,111,107,dip the squid in the batter and place into the fryer,XkH9lXa6ykU
159,137,107,mix mayonnaise lemon zest and pepper together,XkH9lXa6ykU
190,177,107,drain the oil from the squid,XkH9lXa6ykU
201,190,107,place the squid on the greens,XkH9lXa6ykU
23,10,423,add meat and spice packet to a pan,Epl4sPuetO0
25,24,423,stir the meat,Epl4sPuetO0
30,26,423,add coconut milk,Epl4sPuetO0
39,31,423,cook noodles in a pot,Epl4sPuetO0
40,37,423,place cooked noodles in a bowl and pour liquid from meat on top,Epl4sPuetO0
43,41,423,top with meat and bean sprouts,Epl4sPuetO0
30,15,425,spread the dosa batter on the pan,DViAejsp_rQ
46,31,425,drizzle oil on the dosa,DViAejsp_rQ
65,49,425,spread the chutney on the dosa,DViAejsp_rQ
78,68,425,place the masala on the dosa,DViAejsp_rQ
87,78,425,fold the dosa over,DViAejsp_rQ
278,262,207,mix flour pepper salt and beer,p_-xXIdhgzU
376,366,207,coat the fish fillet in the batter,p_-xXIdhgzU
442,380,207,fry the fish in the oil,p_-xXIdhgzU
458,453,207,drain the fish on paper towel,p_-xXIdhgzU
513,473,207,peel and cut some potatoes,p_-xXIdhgzU
592,525,207,drain the potatoes and fry them in the oil,p_-xXIdhgzU
47,32,423,cut some ginger garlic and red chili,lYiKwaclCZQ
87,65,423,add some oil and fish sauce and blend them in a blender,lYiKwaclCZQ
104,93,423,marinate the shrimp with the paste,lYiKwaclCZQ
141,129,423,fry some paste in a pan with oil,lYiKwaclCZQ
154,144,423,add a little curry powder a chicken stock cube and water,lYiKwaclCZQ
186,163,423,put some washed mussels in the pan and cover to cook,lYiKwaclCZQ
247,220,423,add rice noodles sprouts chopped nuts coriander and  lemon juice to the pan,lYiKwaclCZQ
295,271,423,serve with some baked marinated shrimp and boiled eggs,lYiKwaclCZQ
98,57,307,take two cups of rice and add 3 lids of rice vinegar and mix it,GrCrG-EMr8g
119,100,307,take shredded crab meat and add some mayonnaise and mix it well,GrCrG-EMr8g
156,125,307,take rice mix and spread it on seaweed,GrCrG-EMr8g
183,161,307,lay the crab meat on the bottom section of the roll also lay avocado on top of it,GrCrG-EMr8g
193,190,307,sprinkle some sesame seeds inside,GrCrG-EMr8g
268,227,307,take the bottom and roll it tightly to seal the edges and roll it,GrCrG-EMr8g
289,275,307,for inside out roll spread rice mix on seaweed and turn it over,GrCrG-EMr8g
312,290,307,lay crab meat on the bottom of the other side place avocados and roll it tightly,GrCrG-EMr8g
330,320,307,sprinkle sesame seeds on the roll,GrCrG-EMr8g
65,28,114,peel potatoes and cut them in even size pieces,C0gWH2E4lWg
92,65,114,rinse the potatoes put them in water and add some salt to the water,C0gWH2E4lWg
104,92,114,cook the potatoes in the water,C0gWH2E4lWg
149,115,114,cut butter into chunks,C0gWH2E4lWg
202,169,114,drain the potatoes and mash them with wire potato masher,C0gWH2E4lWg
228,205,114,add some pepper salt and quarter of butter chunks to the potatoes,C0gWH2E4lWg
257,228,114,add butter and mash the potatoes,C0gWH2E4lWg
289,257,114,add milk and season the mashed potatoes with cayenne pepper and salt,C0gWH2E4lWg
295,289,114,garnish the mashed potatoes with chard leaves,C0gWH2E4lWg
45,35,406,soak the rice paper in water,P_eepz1z7H8
67,51,406,place the lettuce aoli pork mint and noodles on the paper,P_eepz1z7H8
80,67,406,place the shrimp on the other side of the paper,P_eepz1z7H8
88,80,406,fold the sides of the paper in,P_eepz1z7H8
104,88,406,roll up the spring roll,P_eepz1z7H8
113,105,406,cut the spring roll into pieces,P_eepz1z7H8
122,100,410,add salt to the flour and mix,vwtelJNe7ls
139,123,410,add oil the flour and mix,vwtelJNe7ls
235,145,410,pour water to the flour mixture and knead the dough together,vwtelJNe7ls
334,277,410,form a small ball from the dough and roll it out,vwtelJNe7ls
370,338,410,cook the bread on a pan,vwtelJNe7ls
488,472,410,spread butter on the bread,vwtelJNe7ls
274,247,127,cut up the sweet potatoes,DErbTrN8v1M
286,274,127,add olive oil to the pan,DErbTrN8v1M
378,286,127,add onions black beans water sugar soy sauce worcestershire sauce chili powder cumin mustard ketchup and garlic to the pan,DErbTrN8v1M
386,379,127,add salt and pepper,DErbTrN8v1M
410,386,127,cook the beans on the stove,DErbTrN8v1M
493,484,127,spread mashed sweet potato in the center of the tortilla,DErbTrN8v1M
505,493,127,add a scoop of the bean mixture on top of the sweet potato,DErbTrN8v1M
515,505,127,tuck in the ends of the tortilla and then roll up,DErbTrN8v1M
547,535,127,place the burrito in a pan and cook in the oven,DErbTrN8v1M
132,120,103,chop up the meat and form into a patty,seLgqS2A_y0
146,134,103,mix mustard seeds onions and herbs with the meat,seLgqS2A_y0
161,149,103,form the meat into a patty,seLgqS2A_y0
174,172,103,season the burger,seLgqS2A_y0
185,179,103,add oil to the pan,seLgqS2A_y0
191,185,103,place the burger in the pan,seLgqS2A_y0
197,191,103,flip the burger over,seLgqS2A_y0
211,206,103,toast the buns in a pan,seLgqS2A_y0
225,222,103,spread pesto on the bottom bun,seLgqS2A_y0
227,225,103,slice a tomato,seLgqS2A_y0
237,227,103,layer the burger with lettuce tomato patty and onion,seLgqS2A_y0
28,15,310,cut at a height of four fingers horizontally,F1hJsAju9IY
46,36,310,remove big fiber,F1hJsAju9IY
107,50,310,trim sides of two fingers width until completly cut,F1hJsAju9IY
145,126,310,cut top off of top slice and cut sides of two fingers width,F1hJsAju9IY
45,30,224,add pepper and salt to the veal and mix,lrx9H0-W2Kk
60,48,224,break two eggs into a bowl,lrx9H0-W2Kk
93,71,224,mix the egg and cover the meat in it,lrx9H0-W2Kk
107,94,224,cover the meat with flour,lrx9H0-W2Kk
118,108,224,dip the meat in the egg once again,lrx9H0-W2Kk
124,119,224,cover the meat with bread crumbs,lrx9H0-W2Kk
144,126,224,place the meat onto a hot pan of oil,lrx9H0-W2Kk
181,165,224,transfer the meat from the pan to a paper towel,lrx9H0-W2Kk
37,25,216,add chopped onions and peppers and sliced mushrooms to a bowl,7oyGV_6UBJs
47,38,216,add black pepper and mix it,7oyGV_6UBJs
65,48,216,add two packages of bratwurst into it,7oyGV_6UBJs
86,66,216,pour beer into the bowl,7oyGV_6UBJs
120,87,216,heat and stir the pot,7oyGV_6UBJs
186,140,216,remove the bratwurst out of the pot,7oyGV_6UBJs
240,215,216,add the grilled bratwurst to the pot,7oyGV_6UBJs
47,42,302,shred the carrot,Mm6Ay5ez6Ig
57,49,302,add oil and the carrot to the pan,Mm6Ay5ez6Ig
80,68,302,chop the celery and add it to the pan,Mm6Ay5ez6Ig
112,83,302,cut up the mushrooms and add to the pan,Mm6Ay5ez6Ig
125,113,302,add oil and salt to the pan,Mm6Ay5ez6Ig
150,126,302,chop the green onion and add to the pan,Mm6Ay5ez6Ig
168,152,302,chop up the cabbage and add to the pan,Mm6Ay5ez6Ig
180,170,302,chop up the cilantro and add it and sprouts to the pan,Mm6Ay5ez6Ig
217,196,302,add the peas to the filling and toss,Mm6Ay5ez6Ig
232,228,302,place the filling on the wrapper,Mm6Ay5ez6Ig
246,232,302,roll up the spring roll,Mm6Ay5ez6Ig
250,246,302,seal the spring roll with water,Mm6Ay5ez6Ig
333,294,302,fry the spring rolls in oil,Mm6Ay5ez6Ig
135,133,122,heat the oil in a saucepan over medium heat,i_wZnw6f5Fw
184,137,122,add the ginger carrots and celery and stir fry 2 minutes,i_wZnw6f5Fw
223,188,122,add the tomatoes salt sugar and pepper,i_wZnw6f5Fw
264,236,122,turn off heat and let the tomatoes cool then puree them in a blender,i_wZnw6f5Fw
290,287,122,heat the oil in a saucepan,i_wZnw6f5Fw
316,298,122,add the cumin seeds and asafoetida and when the cumin cracks add cilantro and stir for a minute,i_wZnw6f5Fw
339,319,122,add the tomato pure and 1 cup of water,i_wZnw6f5Fw
367,345,122,when the soup boils turn the heat down and let it simmer for three to four minutes,i_wZnw6f5Fw
100,89,227,add the wheat and salt to boiling water,p8ZGmL-8w6E
194,124,227,mince the parsley and mint,p8ZGmL-8w6E
223,208,227,chop the scallians and add them to bowl with the herbs,p8ZGmL-8w6E
277,228,227,cut the cucumber into small pieces,p8ZGmL-8w6E
313,285,227,add lemon zest and lemon juice to the salad,p8ZGmL-8w6E
348,327,227,add oil salt and pepper  to the salad,p8ZGmL-8w6E
363,349,227,mix the salad,p8ZGmL-8w6E
416,383,227,mix the wheat into the salad,p8ZGmL-8w6E
20,19,101,drizzle oil on the pan,vyDO2t9m0H8
33,25,101,slice the tempeh,vyDO2t9m0H8
47,33,101,drizzle tamari maple syrup liquid smoke and black pepper on top of the tempeh,vyDO2t9m0H8
76,47,101,fry the tempah on the pan,vyDO2t9m0H8
89,81,101,mix paprika with mayo,vyDO2t9m0H8
91,89,101,spread the dressing on the bread,vyDO2t9m0H8
95,91,101,slice the tomatos,vyDO2t9m0H8
107,95,101,place the lettuce and tomatos on the bread,vyDO2t9m0H8
117,107,101,place the tempeh and slaw on the bread,vyDO2t9m0H8
127,117,101,put the sandwich together and cut in half,vyDO2t9m0H8
46,21,105,mix milk ketchup chopped onion and garlic cloves in a seal bag,JXCmp1jMi0w
63,47,105,marinate the chicken with the mixture,JXCmp1jMi0w
101,80,105,season the chicken with some mixed spice,JXCmp1jMi0w
119,105,105,mix the remaining spice with a large bowl of flour,JXCmp1jMi0w
166,131,105,coat the chicken well with the flour mixture in a paper bag,JXCmp1jMi0w
188,181,105,beat some eggs and whisk them well,JXCmp1jMi0w
206,189,105,add some water ketchup and garlic powder while whisking,JXCmp1jMi0w
233,206,105,coat the chicken with the liquid and coat it with the flour again,JXCmp1jMi0w
277,238,105,fry the chicken in deep oil and serve,JXCmp1jMi0w
65,40,101,spread feta cream cheese onto a slice of bread,2Ihlw5FFrx4
89,74,101,place slices of tomato on the slice of bread,2Ihlw5FFrx4
107,91,101,add bacon strips on top of the tomato,2Ihlw5FFrx4
130,115,101,add romaine lettuce on top of the bacon,2Ihlw5FFrx4
144,135,101,add salt and pepper to the sandwich,2Ihlw5FFrx4
150,145,101,place the other slice of bread on top,2Ihlw5FFrx4
159,151,101,slice the sandwich in half diagonally,2Ihlw5FFrx4
170,62,103,put 2 slices of pineapple on the grill and cook and simultaneously place the burger patties on the grill and season the patty  and cook for 7 min place a slice of swiss cheese and the pineapples on the patty while it's cooking,ukdv_PowcM8
223,190,103,apply mayonnaise on the grilled bottom bun little bit of lettuce a slice of onion a slice of tomato,ukdv_PowcM8
270,230,103,place the burger patty over it add a scoop of teriyaki over it add top it with a grilled bun,ukdv_PowcM8
271,240,207,mix mayonnaise cornichons capers shallots parsley tarragon lemon juice and black pepper,eVfyYRcTijk
317,280,207,slice the potatoes,eVfyYRcTijk
323,318,207,soak the potatoes in water,eVfyYRcTijk
332,325,207,blot the potatoes on a paper towel,eVfyYRcTijk
354,340,207,deep fry the potatoes,eVfyYRcTijk
397,369,207,chop some parsley thyme and toss with potatoes salt and pepper,eVfyYRcTijk
445,400,207,crack an egg into a bowl and mix in beer and flour,eVfyYRcTijk
472,449,207,cut the fish into long strips and dip them in the batter,eVfyYRcTijk
499,473,207,deep fry the fish,eVfyYRcTijk
503,500,207,sprinkle some salt on top,eVfyYRcTijk
86,76,124,peel carrots and cut off the tops,MBDYDoIbt5M
90,86,124,trim into the length of a hotdog,MBDYDoIbt5M
104,93,124,boil in water,MBDYDoIbt5M
121,110,124,add soy sauce water vinegar miso paste to a seal bag,MBDYDoIbt5M
138,122,124,add liquid smoke syrup salt garlic powder onion powder and smoked paprika,MBDYDoIbt5M
152,139,124,take the carrots out cool under cold water and put into the seal bag,MBDYDoIbt5M
172,158,124,take carrots and the juice out,MBDYDoIbt5M
195,175,124,cook the carrots on a pan and pour some juice on the pan,MBDYDoIbt5M
212,198,124,put the carrot rod in hotdog buns and serve with vegetable and sauce,MBDYDoIbt5M
44,34,112,boil water in a pot with salt and oil,CgbEMrfzmQQ
52,44,112,cook the pasta in the water,CgbEMrfzmQQ
80,52,112,fry the chicken in a pan,CgbEMrfzmQQ
102,86,112,season the chicken with salt and pepper,CgbEMrfzmQQ
114,102,112,cut the chicken into strips,CgbEMrfzmQQ
144,125,112,add tomatoes olives and chicken to the bowl of pasta,CgbEMrfzmQQ
159,145,112,add yogurt and cheese to a bowl,CgbEMrfzmQQ
187,161,112,add garlic powder oregano pepper and parsley,CgbEMrfzmQQ
202,187,112,add oil and lemon juice and mix together,CgbEMrfzmQQ
213,203,112,pour the sauce over the salad,CgbEMrfzmQQ
39,27,228,soak cook and mash chickpeas,ZsAfIadkwj8
65,58,228,add some tahini and chickpeas  to the mashed chickpeas,ZsAfIadkwj8
84,66,228,add garlic and salt to crusher and crush and add the paste to the mashed chickpeas,ZsAfIadkwj8
158,85,228,add salt lemon juice tahini and mix them into a smooth paste,ZsAfIadkwj8
187,165,228,place some mashed chickpeas on top and garnish with chili powder and olive oil,ZsAfIadkwj8
44,14,318,wash the galbi and place into a pot of water,XeXQ23fgS38
67,51,318,fill the tea bag with garlic green onion and peppercorns,XeXQ23fgS38
75,69,318,peel and clean a piece of moo,XeXQ23fgS38
85,76,318,put the ribs into a pot of water and cook,XeXQ23fgS38
98,93,318,wash the meat,XeXQ23fgS38
105,98,318,fill the pot with water,XeXQ23fgS38
113,105,318,add the moo teabag and galbi pieces to the pot,XeXQ23fgS38
122,115,318,remove the teabag and moo,XeXQ23fgS38
132,127,318,slice the moo into pieces,XeXQ23fgS38
155,132,318,mix gook gnajang sesame oil minced garlic pepper and green onions with the moo,XeXQ23fgS38
164,156,318,add the moo to the soup,XeXQ23fgS38
175,166,318,garnish with eggs and green onions,XeXQ23fgS38
84,75,122,chop some celery into chunks,4gPBv7le5pw
109,101,122,chop some carrots into pieces,4gPBv7le5pw
148,132,122,peel an onion and chop into pieces,4gPBv7le5pw
190,161,122,crush and slice some pieces of garlic,4gPBv7le5pw
198,196,122,add some oil in a pot,4gPBv7le5pw
221,212,122,add the vegetables to the pot,4gPBv7le5pw
278,267,122,add some tomato paste and some fresh whole tomatoes,4gPBv7le5pw
335,313,122,add stock to the pot and season it with sea salt and pepper,4gPBv7le5pw
344,339,122,add some basil,4gPBv7le5pw
357,348,122,blend the soup,4gPBv7le5pw
45,30,102,cut 1 white onion into circular slices and remove the layers of onion,r1HcLnSTJHY
79,49,102,add tepung terigu flour tepung maizena baking soda garam secukupnya paprika bubu bubuk and bawang and whisk together,r1HcLnSTJHY
93,80,102,add sliced onions to it and coat them well with the flour mixture and set aside,r1HcLnSTJHY
108,98,102,pour  gelas air soda dingin to remaining flour mixture in the bowl and whisk to form a thick batter,r1HcLnSTJHY
135,109,102,dip each coated onion into the batter and deep fry in batches,r1HcLnSTJHY
143,136,102,once the onion rings are golden brown remove from oil and drain the excess oil,r1HcLnSTJHY
30,11,119,melt 1 spoon butter and cook some chopped onions in a pan,LqCDIssigHo
45,34,119,add the cooked garlic and some ground meat in a bowl,LqCDIssigHo
55,49,119,add beaten egg and some salt with chopped green onions,LqCDIssigHo
74,67,119,add some barbecue sauce and tomato sauce to the mixture,LqCDIssigHo
79,74,119,add some soy sauce and milk,LqCDIssigHo
84,81,119,prepare some buttered bread crumbs and add to the mixture,LqCDIssigHo
106,85,119,mix everything together by hand,LqCDIssigHo
134,123,119,fill a baking pan with the mixture,LqCDIssigHo
152,139,119,prepare some sauce by mixing ketchup and bbq sauce,LqCDIssigHo
180,158,119,spread a little mixed sauce on top of the meat and cook in oven for 30 minutes,LqCDIssigHo
188,181,119,take it out  spread the rest of the sauce and cook for another 30 minutes,LqCDIssigHo
191,188,119,season the meat with chopped parsley leaves,LqCDIssigHo
117,112,302,place the filling on the wrapper,g0KDpc1kSjo
130,118,302,roll up the spring roll half way,g0KDpc1kSjo
144,132,302,tuck the sides of the wrapper in and roll,g0KDpc1kSjo
154,146,302,seal the spring roll with water,g0KDpc1kSjo
211,176,302,fry the spring rolls in oil,g0KDpc1kSjo
158,148,226,add crushed garlic to bowl,L8ZRBTdq3mE
208,165,226,add lemon juice apple cider vinegar pomegranate syrup and olive oil and mix,L8ZRBTdq3mE
252,216,226,add all vegetables and mix,L8ZRBTdq3mE
262,253,226,add salt and sumac,L8ZRBTdq3mE
306,266,226,toss the salad,L8ZRBTdq3mE
325,307,226,add pita bread and mix in,L8ZRBTdq3mE
144,122,319,chop zucchini add salt and toss,6KCWzRfFyr4
157,147,319,coarsely chop presoaked goshari,6KCWzRfFyr4
174,158,319,chop presoaked shiitake mushrooms and add them to a bowl,6KCWzRfFyr4
207,176,319,add zucchini sesame oil and salt and remove from the heat,6KCWzRfFyr4
250,210,319,add oil goshari soy sauce sugar and sesame oil,6KCWzRfFyr4
304,269,319,add sesame oil shiitake mushrooms soy sauce sugar and salt,6KCWzRfFyr4
381,309,319,fry ground beef garlic soy sauce and sugar,6KCWzRfFyr4
475,383,319,chop carrot and green onions and mix with soy sauce sugar and sesame oil,6KCWzRfFyr4
518,477,319,add bean sprouts cooked zucchini goshari spinach shiitake mushroom chopped carrots and cooked beef to rice,6KCWzRfFyr4
564,519,319,add pepper cooked egg sesame oil red pepper paste and mix everything,6KCWzRfFyr4
48,20,309,add the flour and water to the pot and mix,vOJkQwF2eno
66,48,309,knead the dough until smooth,vOJkQwF2eno
120,70,309,roll out the dough and cut out circles,vOJkQwF2eno
238,206,309,add the pork garlic ginger soy sauce sesame oil and scalian to the bowl,vOJkQwF2eno
255,240,309,add salt and pepper to the bowl,vOJkQwF2eno
267,256,309,mix the ingredients in the bowl,vOJkQwF2eno
308,272,309,fold the pot stickers and pinch the edges,vOJkQwF2eno
347,322,309,place the pot stickers in the pot,vOJkQwF2eno
393,356,309,add chicken stock and soy sauce to the pan,vOJkQwF2eno
47,40,201,cut the chicken breasts into half and set them on a baking sheet,WcNepcoPYmA
66,55,201,combine parmesan cheese bread crumbs and basil,WcNepcoPYmA
82,74,201,crack two eggs into a bowl,WcNepcoPYmA
112,83,201,coat the chicken with egg and bread crumbs,WcNepcoPYmA
161,147,201,add spaghetti sauce and mozzarella cheese,WcNepcoPYmA
82,54,319,peel a carrot and cut into thin slices,Y9tnBIxTbnw
104,86,319,cut the a zucchini into thin slices,Y9tnBIxTbnw
118,114,319,slice some mushrooms into thin slices,Y9tnBIxTbnw
141,137,319,add spinach to a pot of boiling water,Y9tnBIxTbnw
156,142,319,remove the spinach from the pot and add to a bowl of cold water,Y9tnBIxTbnw
172,162,319,add salt to the boiling water and add the bean sprouts,Y9tnBIxTbnw
183,173,319,remove the spinach from the water and squeeze,Y9tnBIxTbnw
227,212,319,add olive oil to a hot pan and add crushed garlic pepper paprika and chili powder,Y9tnBIxTbnw
240,228,319,add the zucchini to the pan and stir,Y9tnBIxTbnw
265,258,319,add the carrots to the pan with the oil and spices,Y9tnBIxTbnw
290,283,319,heat the mushrooms on the pan,Y9tnBIxTbnw
318,298,319,add shrimp to the pan and stir,Y9tnBIxTbnw
330,319,319,add salt and pepper to the shrimp,Y9tnBIxTbnw
356,347,319,chop the spinach into small pieces,Y9tnBIxTbnw
438,370,319,add the rice vegetables shrimp and cilantro to a bowl,Y9tnBIxTbnw
39,34,110,crush some garlic in a bowl,3tGhLc48eX8
46,43,110,chop some filets of anchovies,3tGhLc48eX8
64,53,110,mash the anchovies and garlic up,3tGhLc48eX8
96,77,110,separate an egg and mix the yolk with the garlic and anchovies,3tGhLc48eX8
114,102,110,add some lemon juice in the mixture and whisk it,3tGhLc48eX8
134,125,110,pour in olive oil and mix,3tGhLc48eX8
160,150,110,grate cheese on the mixture,3tGhLc48eX8
197,166,110,rip some lettuce leaves and toss with the dressing,3tGhLc48eX8
209,202,110,grate parmesan cheese pieces on top of the salad,3tGhLc48eX8
124,73,316,add dashi and chopped daikon radish to a pot,Nlo-leQLQqs
142,129,316,add some tofu and wakame seaweed,Nlo-leQLQqs
217,148,316,turn off the heat and add miso to the mixture,Nlo-leQLQqs
233,222,316,turn on the heat to warm up the soup,Nlo-leQLQqs
249,234,316,pour the soup in a bowl and sprinkle scallions,Nlo-leQLQqs
32,27,301,cook the onions in sesame oil,iEDDZvKZLMk
35,33,301,add garlic to the onions,iEDDZvKZLMk
48,39,301,add chicken to the pan,iEDDZvKZLMk
66,52,301,combine water soy sauce cornstarch brown sugar ginger and red pepper,iEDDZvKZLMk
72,67,301,add the sauce to the pan,iEDDZvKZLMk
81,73,301,add red peppers and snow peas to the pan,iEDDZvKZLMk
93,89,301,add chopped peanuts to the dish,iEDDZvKZLMk
55,24,119,chop some mushroom white onion ginger and garlic into pieces,lyjRwe9kGDg
64,58,119,preheat the oven to 350 f degree,lyjRwe9kGDg
93,70,119,add some oil to a pan and cook the chopped pieces in it,lyjRwe9kGDg
116,98,119,beat 2 eggs and whisk them add bread crumb and add the cooked stuff,lyjRwe9kGDg
151,117,119,add some milk tomato sauce mayo soy sauce salt and mix it well,lyjRwe9kGDg
174,152,119,add the meat loaf and mix it well with hand,lyjRwe9kGDg
185,179,119,put the mixture in a baking pan,lyjRwe9kGDg
225,196,119,mix some tomato sauce brown sugar and mustard and pour to the baking pan,lyjRwe9kGDg
245,228,119,cook the meat loaf in the oven for 10 minutes,lyjRwe9kGDg
53,47,221,pour olive oil into a heated pot,WRtoMalV4Zo
93,67,221,add cubed onions to the pot and stir,WRtoMalV4Zo
101,95,221,add chopped garlic to the pot and stir,WRtoMalV4Zo
119,102,221,add diced tomatoes to the pot and stir,WRtoMalV4Zo
145,123,221,add salt black pepper caraway and paprika to the pot and stir,WRtoMalV4Zo
150,146,221,cover the pot for a few minutes,WRtoMalV4Zo
186,162,221,add cubed pieces of beef to the pot and stir,WRtoMalV4Zo
208,187,221,pour water into the pot stir and cover the pot and wait for a few minutes,WRtoMalV4Zo
276,228,221,add beet root red carrot white carrot potatoes and celery to the pot and stir,WRtoMalV4Zo
282,280,221,cover the pot for ten minutes,WRtoMalV4Zo
310,296,221,break an egg and pour into a small bowl,WRtoMalV4Zo
338,316,221,add a pinch of salt and all purpose flour to the bowl and mix together into a dough,WRtoMalV4Zo
384,355,221,pinch off small pieces of the dough and place into a small bowl,WRtoMalV4Zo
430,417,221,add the pieces of dough into the pot of soup and stir,WRtoMalV4Zo
498,464,221,pour the soup into a serving plate and garnish with parsley,WRtoMalV4Zo
116,99,325,boil water in a pot with ginger lemon grass and lime leaves,JYzdSgVKWTA
127,116,325,add mushrooms lime juice and fish sauce to the pot,JYzdSgVKWTA
